Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Greys,10.0,823.0173549,118432.6403,30-45,75546.29096,No,730.0384278,Yes,Female,After_16:00,,0.948055475,8270.0,510.01481169999994,45.70898288,5337.045768,784.7166997,86.53562842,22.58350752,3.73,58621.43943,Maybe,186366.2839,7.045014452,431.70161449999995,61.12134801,274.3391183,30.0,Military,5.0,82.01573871,0.0,Foot_or_bicycle,Industry_or_other,Yes,1.0,455.7098716
Browns,9.0,132.0222211,900.1113912999999,30-45,,Yes,154.7013995,Yes,Male,By_16:00,0.183398447,0.612290135,9336.0,,35.35259773,,724.1048906000001,93.74794723,11.46308823,6.664,12442.02176,Maybe,418.3511385,4.426009008,20.45363387,54.11028427,44.00740704,100.0,Education,12.0,742.8141785,3.0,Motorcycle_or_truck,Services_or_Retail,No,0.0,68.7877672
Turquoises,9.0,523.7062206999999,66711.8785,Below_30,30658.813810000003,No,655.6722492,Yes,Female,After_16:00,0.6974304109999999,0.07713685599999999,5197.0,391.2343434,10.03254424,4603.993572,793.069866,51.84368261,19.77964467,4.803,50001.25997,Yes,146040.5245,0.519391329,382.1524885,88.31679588,174.56874019999998,60.0,Financial,,163.27894560000001,0.0,Car,Public_Sector,Yes,0.0,530.6921825000001
Greens,4.0,429.02522220000003,43536.03708,30-45,20604.41299,No,769.8835574,Yes,Female,After_16:00,0.962852842,0.651193244,9539.0,471.8250461,84.36498018,3987.9492259999997,900.5903921,1.8519755690000002,21.72153416,0.461,57402.02135,No,92677.57217999999,2.740812276,304.4299134,10.51558217,143.0084074,60.0,Financial,11.0,236.2977417,1.0,Public_or_other,Services_or_Retail,Yes,0.0,629.5960491000001
Blues,1.0,1178.094328,42364.37089,30-45,154614.5033,No,928.9114609,Yes,Male,By_16:00,0.14119348,0.64546408,9473.0,840.8389851,3.8340814880000003,2760.4804870000003,679.9738645,,28.99722375,4.527,76524.02715,No,11638.14871,3.88060526,107.8802517,84.39403253,392.69810939999996,80.0,Healthcare,14.0,548.9548149,1.0,Motorcycle_or_truck,Industry_or_other,Yes,2.0,322.73669839999997
Turquoises,1.0,354.4682072,55054.31824,Below_30,14089.012719999999,No,670.6807147999999,Yes,Male,By_16:00,0.624419336,0.742733428,7080.0,399.0065664,56.79760054,5457.470635000001,89.47142842,62.38006428,19.97514872,2.92,52030.69365,Yes,217105.4422,2.382622799,465.9457502,90.98336247,118.15606909999998,60.0,Financial,11.0,110.7113126,1.0,Motorcycle_or_truck,Public_Sector,No,1.0,529.9604601
Whites,1.0,744.4054794,69115.885,Below_30,61829.192689999996,Yes,538.0411576,Yes,Female,After_16:00,0.506161149,0.17008116399999998,3903.0,288.8179021,57.49887784,3363.048603,671.2586873,28.63698795,16.99464333,6.097,39352.176139999996,Maybe,77585.24461000001,3.9825561360000004,278.54127989999995,25.80564877,248.13515980000003,100.0,Education,10.0,306.009959,2.0,Public_or_other,Industry_or_other,No,0.0,500.50183539999995
Violets,1.0,415.81340530000006,37502.14989,45_and_up,19359.80314,No,613.4059428999999,Yes,Female,After_16:00,0.071426186,0.510828422,5534.0,397.2975934,24.36850315,3500.290776,120.46601580000001,58.86565424,19.93232534,10.466,46907.423010000006,Maybe,73207.88622,9.865660532,270.56955889999995,21.83484358,138.6044684,90.0,Environment,15.0,254.9256156,0.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,457.56230580000005
Turquoises,8.0,245.6078759,24797.1649,Below_30,6794.4502569999995,No,,Yes,Male,After_16:00,0.781278513,0.017198138999999998,4770.0,396.1081938,38.20666806,3821.0889119999997,438.0422148,89.74903587,19.90246703,5.23,47843.225739999994,Maybe,91740.68766,8.251551439,302.88725239999997,86.25241811,81.86929196,100.0,Education,15.0,223.8508813,2.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,478.4994324
Khakis,9.0,123.9596344,18736.07525,45_and_up,1758.652206,Yes,655.0212594,Yes,Female,By_16:00,0.21880331100000003,0.11770921599999999,8413.0,427.06316,22.30781938,5388.523832,682.0609695,45.67232903,20.66550653,1.587,52238.26882,Yes,205607.6079,8.353898125,453.4397512,80.3009992,41.31987812,100.0,Education,9.0,99.61908491,0.0,Foot_or_bicycle,Services_or_Retail,Yes,1.0,450.64088039999996
Reds,7.0,65.89685088,10692.33175,45_and_up,514.4539454,No,771.786778,Yes,Male,By_16:00,0.950329779,0.357513642,7530.0,462.94676160000006,85.19292234,5793.651971,148.9391511,89.61556808,21.51619766,4.47,59407.95726,No,236950.723,0.074547264,486.7758447,88.04299026,21.96561696,50.0,Other,11.0,119.5719071,0.0,Public_or_other,Hightech,No,0.0,612.9142162
Oranges,7.0,219.290658,41550.342560000005,Below_30,5426.251628,Yes,485.6577614,No,Female,By_16:00,0.0061711859999999995,0.9582050329999999,8889.0,280.92489689999996,38.39336096,6246.13333,342.67089869999995,31.34732365,16.76081433,3.111,40232.46963,Yes,323110.7932,,568.4283537,52.71856324,73.09688599,50.0,Other,9.0,273.1129628,3.0,Car,Industry_or_other,Yes,0.0,351.9650378
Reds,1.0,906.2092421,107993.4142,45_and_up,91558.20202000001,Yes,757.4898636,Yes,Female,After_16:00,0.8545462490000001,0.423774252,8134.0,510.1587458000001,91.39906673,4595.432682,904.3982619999999,,22.586694,3.866,58969.80415,No,127814.4862,9.930314953,357.511519,94.76548764,302.0697474,40.0,Foreign_Affairs,10.0,145.0544316,2.0,Motorcycle_or_truck,Public_Sector,No,1.0,525.1916811000001
Browns,6.0,251.7434279,8888.547578,Below_30,7135.553751,No,205.1855776,Yes,Male,After_16:00,0.65610459,0.90202295,9530.0,152.90545749999998,50.81546044,1365.049798,980.5786295,86.10037479,12.36549463,6.47,16654.14344,Yes,11219.87011,7.4392076629999995,105.92388829999999,3.816511133,83.91447596,90.0,Environment,15.0,651.7669411,0.0,Car,Student_or_Unemployed,No,0.0,113.95655390000002
Reds,5.0,385.619406,59894.582539999996,30-45,16661.0205,No,745.1537112999999,Yes,Male,By_16:00,0.381061369,0.103834321,7058.0,419.7818677,99.23883479,5499.177458,112.69621780000001,60.85343454,20.48857896,4.942,56258.57182999999,No,217120.0005,9.164661197000001,465.96137230000005,46.20817041,128.539802,50.0,Other,11.0,166.186734,1.0,Foot_or_bicycle,Hightech,Yes,1.0,641.5077864
Reds,2.0,671.9263854,115176.8621,Below_30,50398.982939999994,Yes,784.3895206,No,Male,By_16:00,0.804255589,0.531782329,7083.0,502.04618939999995,84.81504063,6146.4799060000005,360.7510626,70.84452822,22.40638725,4.917,61837.46139,Yes,264441.4948,7.55088307,514.2387527,37.69071654,223.97546180000003,50.0,Other,9.0,63.88866175,,Car,Industry_or_other,No,0.0,562.2481496
Reds,9.0,167.4006914,29218.9681,45_and_up,3179.46595,No,820.2817932,No,Male,After_16:00,0.389282665,0.7105099979999999,9412.0,520.2806724999999,3.925266396,6276.91393,874.1449807,22.75564827,22.80966182,2.588,64308.87365,Yes,274193.88399999996,2.8606257310000003,523.6352585,44.86082504,55.80023046,40.0,Foreign_Affairs,10.0,104.0991982,1.0,Public_or_other,Public_Sector,Yes,0.0,
Violets,3.0,33.41414487,697.1336245,Below_30,145.194168,Yes,285.9611597,Yes,Male,By_16:00,0.20386579600000002,0.289598868,3211.0,101.84990520000001,11.12773477,829.6026672999999,23.24554278,70.69210284,10.0920714,12.789000000000001,17861.739230000003,Yes,3917.5438630000003,7.207375921000001,62.59028569,11.11031284,11.13804829,90.0,Environment,15.0,604.3246664,4.0,Foot_or_bicycle,Public_Sector,Yes,0.0,
Pinks,9.0,656.2012407000001,157909.1291,30-45,48073.18578,No,905.4397939999999,No,Male,After_16:00,0.25291277300000004,0.984993542,7140.0,638.4491464,47.76561032,8496.137729,887.7269472000002,66.74658072,25.26755125,2.86,75246.22447,Maybe,,3.582289566,721.9239436,56.16070919,218.7337469,70.0,Social,,262.13969610000004,1.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,517.2863358
Greens,1.0,609.6988633999999,61800.699329999996,Below_30,41516.86674,No,803.6018188999999,Yes,Male,By_16:00,0.49882457,0.7356840179999999,8434.0,492.1560961,88.25938648,4025.192029,329.1525643,62.20154706,22.18459141,1.5659999999999998,59733.59997,No,92469.50179,2.787065497,304.08798360000003,34.72155994,203.2329545,60.0,Financial,12.0,253.3869014,3.0,Foot_or_bicycle,Hightech,Yes,1.0,
Turquoises,7.0,72.063654,9841.927097,45_and_up,,No,620.3276267000001,Yes,Male,After_16:00,0.7762930370000001,0.571751523,6380.0,389.3513162,37.65149466,4875.883339999999,93.59275736,46.42761508,19.73198713,3.62,48644.535710000004,Yes,167868.8975,8.00851966,409.7180708,96.38851986,24.021218,100.0,Education,14.0,148.8896029,3.0,Motorcycle_or_truck,Hightech,No,1.0,457.87927010000004
Yellows,1.0,87.13789724,16314.829719999998,Below_30,882.7140919,Yes,702.4600861,No,Female,After_16:00,0.8703155990000001,0.8267240840000001,9840.0,525.8410293000001,13.90546071,6668.582478,963.5106652999999,1.048249193,22.931223899999996,4.16,59575.58421,Yes,315495.7032,9.648169538,561.6900419,28.89070129,29.04596575,70.0,Social,10.0,167.83439740000003,2.0,Public_or_other,Public_Sector,No,2.0,346.0683109
Turquoises,8.0,,97030.48603,Below_30,50888.62063,Yes,622.8771972999999,Yes,Female,After_16:00,0.430532696,0.8770271409999999,4506.0,400.8106861,59.27395534,5112.871618,96.24951589,78.76755274,20.02025689,5.494,49469.59387,Maybe,185868.7868,6.551385163,431.1250246,60.41347601,225.0634514,90.0,Environment,12.0,135.71141430000003,2.0,Motorcycle_or_truck,Hightech,Yes,0.0,438.07015480000007
Greens,9.0,410.1011727,42094.512910000005,45_and_up,,Yes,792.8607297,Yes,Male,After_16:00,0.883869039,0.912038681,5179.0,491.7513692,38.23800287,4062.829186,761.6693333,20.82439337,22.17546773,4.821000000000001,59271.56121,Yes,94822.5137,0.6529981739999999,307.93264469999997,51.87766489,136.7003909,70.0,Social,13.0,237.2214887,2.0,Motorcycle_or_truck,Public_Sector,No,0.0,638.9824659
Browns,4.0,377.8065547,5830.456243,30-45,15995.69027,No,327.5887984,Yes,Female,After_16:00,0.8155064609999999,0.856847555,5322.0,251.66311519999996,67.69337638,966.2977832,54.00085822,30.32053814,15.86389344,10.677999999999999,25357.3657,Maybe,2143.426586,3.11013181,46.29715527,47.11026838,125.9355182,80.0,Healthcare,14.0,601.5087751,1.0,Public_or_other,Industry_or_other,Yes,0.0,192.9245583
Khakis,5.0,276.9044723,28667.160410000004,45_and_up,8621.86669,No,562.7442553999999,Yes,Female,After_16:00,0.482375125,0.045344729,5363.0,379.18281160000004,2.172290743,3864.183327,15.9100187,50.54287815,19.47261697,4.637,44373.90623,Yes,96461.03607999999,5.627325673,310.5817704,65.28074748,92.30149077,60.0,Financial,5.0,254.31167200000002,2.0,Public_or_other,Industry_or_other,Yes,0.0,380.8430959
Whites,3.0,205.4255292,34305.780439999995,30-45,4767.324957,Yes,753.2857409,No,Male,By_16:00,0.019710496,0.6719664059999999,8156.0,488.98267549999997,95.45471289,5987.924032,915.6041326999999,29.53055997,22.11295266,1.844,,Yes,250996.8598,8.25190488,500.9958681,50.08068893,68.47517639,90.0,Environment,10.0,28.442858500000003,2.0,Public_or_other,Services_or_Retail,No,1.0,526.2034923
Browns,5.0,212.2068014,38.58514572,30-45,5084.260775,No,1.045657,Yes,Male,After_16:00,0.77516346,0.039594025,5421.0,0.878999359,1.874668337,7.2128397689999995,7.785920985,98.47436426,0.937549657,10.579,88.79360018,Yes,0.297552909,4.106103068,0.545484105,43.97232688,70.73560048,70.0,Social,12.0,864.9720969,0.0,Public_or_other,Services_or_Retail,No,0.0,0.400018334
Turquoises,4.0,618.8996234,78133.25759,45_and_up,42775.93808,Yes,670.3998161000001,Yes,Female,By_16:00,0.886212008,0.965614257,4482.0,,75.83135073,4636.900326,251.38203309999997,21.91644176,20.60991283,5.518,51930.78641,No,143441.2086,1.125590845,378.7363312,98.86919043,206.29987450000002,60.0,Financial,8.0,142.70555330000002,2.0,Public_or_other,Services_or_Retail,Yes,0.0,500.46905369999996
Khakis,4.0,95.28199585,9958.940837,Below_30,1050.500524,Yes,562.7606563999999,Yes,Male,By_16:00,0.9495879629999999,0.295638452,,374.9684486,62.23611685,3885.557877,236.5612998,60.23595892,19.36410206,1.036,44248.94233,Yes,98321.18926,0.715453927,313.56209789999997,84.41095299,31.76066528,70.0,Social,7.0,250.9304378,2.0,Public_or_other,Industry_or_other,No,4.0,387.8656857
Browns,1.0,627.6730144999999,1295.624389,Below_30,43994.04802,No,198.7712869,Yes,Female,After_16:00,0.45275308200000003,0.821586217,5440.0,214.3560845,44.47105064,490.63729680000006,721.5070063,84.8287988,14.640904500000001,10.56,17494.411219999998,Yes,38.34721458,3.594809296,6.192512784,3.488033335,209.2243382,100.0,Education,12.0,751.7211175,1.0,Foot_or_bicycle,Services_or_Retail,No,0.0,10.46311928
Turquoises,8.0,106.6799423,14338.376540000001,Below_30,,No,,Yes,Female,By_16:00,0.309216012,0.84141038,6981.0,412.48930010000004,43.56148187,4857.14516,300.7894363,35.01333534,20.3098326,3.0189999999999997,51655.18737,Maybe,162583.6717,1.43297869,403.216656,67.38684678,35.55998078,,Education,12.0,131.1366343,3.0,Foot_or_bicycle,Public_Sector,Yes,1.0,513.1026176
Browns,1.0,325.1339367,18046.25287,45_and_up,,No,650.0411209,Yes,Female,By_16:00,0.090082447,0.430336858,4296.0,457.23436380000004,67.4171142,2579.590466,541.2464577000001,21.82894049,21.38303916,11.704,49615.888960000004,No,27726.30404,3.33262526,166.5121739,28.11077773,108.37797890000002,70.0,Social,11.0,340.89030160000004,3.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,443.7579523
Purples,6.0,299.47320010000004,7703.867084,45_and_up,10074.73524,No,64.06306669,Yes,Female,By_16:00,0.921819652,0.9310756490000001,6851.0,34.7236969,,841.1892807,356.3189819,20.81345795,5.892681639,9.149,5244.195708,No,5955.855399,3.5657195839999996,77.17418869,55.17042608,99.82440004,90.0,Environment,11.0,773.0420192,3.0,Car,Services_or_Retail,Yes,1.0,50.18864123
Khakis,8.0,524.6270795,61400.292870000005,45_and_up,30766.38375,Yes,623.1822016,Yes,Male,After_16:00,0.840182234,0.09369478699999999,5890.0,412.854506,0.319599849,4336.791185,827.7598517000001,87.18064728,20.31882147,4.11,48956.3071,Yes,123276.9802,7.5847128779999995,351.1082173,1.169816079,174.87569319999997,60.0,Financial,6.0,185.07154599999998,3.0,Foot_or_bicycle,Public_Sector,Yes,0.0,433.0046489
Turquoises,8.0,836.9744302,125586.3888,Below_30,78125.23556,Yes,740.5588448,Yes,Male,After_16:00,0.22787219600000003,0.762612913,3796.0,447.58378389999996,69.39865006,5396.60934,521.7656977,24.367441699999997,21.15617602,6.204,56924.22872000001,No,202629.7803,0.720965145,450.1441773,96.32155532,278.9914767,80.0,Healthcare,10.0,111.9496404,3.0,Car,Services_or_Retail,Yes,0.0,585.4380431
Turquoises,6.0,209.5869011,32274.8758,Below_30,4960.6033130000005,Yes,727.1153655,Yes,Female,By_16:00,0.762313079,0.851865447,6738.0,471.1795914,54.14794201,5562.1434770000005,855.6349627000001,93.52925627,21.70667159,3.262,57363.37157,Yes,213424.0693,9.758827845,461.9784295,14.85147078,69.86230037,100.0,Education,14.0,49.6414011,4.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,513.7117806
Greys,3.0,159.0611322,22205.41105,Below_30,2874.180796,No,672.9783997999999,Yes,Female,After_16:00,0.569922811,0.44523050000000003,9806.0,419.5000885,11.88711284,5027.090143,619.8710447999999,39.44163111,20.48170131,2.194,52342.94137,No,175400.9756,5.554738212,418.8089966,4.965644935,53.02037739,30.0,Military,9.0,114.553706,1.0,Foot_or_bicycle,Hightech,No,0.0,507.09484100000003
Whites,4.0,141.34573400000002,13955.28979,Below_30,2276.961525,No,552.5366307,Yes,Female,After_16:00,0.293279297,0.118410647,7227.0,284.4995113,84.40689449,3530.9468770000003,665.8306982999999,72.97189471,16.86711331,2.773,40071.181489999995,Maybe,87731.35095,3.984265609,296.1947855,27.86513686,47.11524467,70.0,Social,8.0,298.5215046,3.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,533.7351838999999
Turquoises,3.0,550.164008,76358.24045,30-45,33824.54753,Yes,659.0698992,Yes,Male,After_16:00,0.321798457,0.804454703,9449.0,399.25588839999995,95.57081801,4962.265093999999,97.66060533,0.7631026670000001,19.98138855,0.551,50891.54677,Yes,173368.4169,4.885388978,416.3753317,5.503052589,183.3880027,80.0,Healthcare,12.0,131.9281436,3.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,516.2041329
Browns,3.0,272.8029091,1860.2274100000002,45_and_up,8369.981773,No,37.80579672,Yes,Female,After_16:00,0.607303151,0.422228505,5282.0,38.59891102,55.49905342,281.76610350000004,932.8559587999999,70.01746024,6.2128021879999995,10.718,3482.6492829999997,No,418.48181769999997,8.71677547,20.45682814,64.41359848,90.93430304,90.0,Environment,15.0,831.1525739,2.0,Car,Services_or_Retail,Yes,1.0,2.042187964
Turquoises,1.0,330.69348260000004,41250.269889999996,30-45,12271.139990000001,Yes,629.1550174,Yes,Male,By_16:00,0.7326910590000001,0.915678887,9577.0,372.4629706,48.99681311,4487.086466,845.6972216,3.323413385,19.29929974,0.423,47958.48052,Maybe,140037.654,6.477558282,374.2160525,53.64287749,110.23116090000002,80.0,Healthcare,11.0,179.602803,2.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,513.0334773
Browns,5.0,895.9119886,13051.48336,30-45,89492.89192000001,No,399.9279164,Yes,Female,After_16:00,0.58316724,0.684560411,6627.0,422.63113439999995,99.69148845,1282.296828,30.63926427,78.01761609,20.55799442,,35252.1688,Maybe,1909.9920579999998,4.446416695,43.7034559,47.45118807,298.63732949999996,100.0,Education,12.0,659.3453325,1.0,Car,Industry_or_other,Yes,1.0,30.37909979
Pinks,,43.62869072,10584.99244,45_and_up,236.0387473,Yes,920.5491424,,Female,By_16:00,0.5036005029999999,0.805387182,6046.0,661.4956921,1.96658494,8601.453516,637.7073547,97.83511602,25.71955855,3.9539999999999997,76904.28731,No,529760.11,1.709973107,727.8462131,12.56874388,14.54289691,70.0,Social,8.0,279.3172927,4.0,Foot_or_bicycle,Services_or_Retail,No,0.0,504.83679639999997
Reds,8.0,437.57109929999996,92174.64267999999,30-45,21430.13114,No,796.7772391,No,Male,By_16:00,0.84790892,0.80426451,5966.0,501.8354775,70.45018792,7323.190879000001,735.0397613,5.127096269,22.401684699999997,6.034,63858.807129999994,Yes,399363.3207,9.115713851,631.9519924,71.81096794,145.8570331,40.0,Foreign_Affairs,8.0,146.60431440000002,1.0,Foot_or_bicycle,Industry_or_other,No,0.0,563.8602202000001
Blues,4.0,1515.939431,62197.438129999995,Below_30,255856.6862,Yes,610.818453,Yes,Male,By_16:00,0.848500074,0.107896166,9084.0,123.5250251,16.08273601,1477.919243,280.0704725,34.17793182,11.11418126,4.916,34391.99261,Maybe,15150.38971,0.26565864699999997,123.08691929999999,48.5983951,505.31314360000005,60.0,Financial,10.0,713.5213636,1.0,Car,Services_or_Retail,Yes,0.0,974.6744769999999
Purples,1.0,502.5351869,59908.44157,30-45,28237.691069999997,Yes,230.6419514,Yes,Male,After_16:00,0.918399181,0.57641381,3626.0,110.58645039999999,69.8440026,3797.5458479999998,863.2009860999999,36.64755742,10.51600924,12.374,19312.8692,Yes,127904.4345,7.775140647000001,357.6372947,61.87492411,167.511729,60.0,Financial,10.0,517.2775146,3.0,Car,Industry_or_other,No,1.0,190.7008332
Reds,6.0,424.73140520000004,74033.65364,30-45,20195.66231,No,797.3602057999999,No,Female,By_16:00,0.013310106,0.296344506,8537.0,454.22269769999997,57.86627324,6137.655154,345.5604373,19.52199694,21.31250097,3.463,60695.7857,No,273446.347,4.115185491,522.9209758999999,29.89758002,141.5771351,50.0,Other,8.0,179.9705066,2.0,Car,Industry_or_other,Yes,0.0,672.5353607000001
Greens,8.0,592.1330803,61045.692429999996,Below_30,39165.331560000006,Yes,800.0250715,Yes,Male,By_16:00,0.015246656,0.596198357,3433.0,497.1606861000001,11.10479981,4087.1578200000004,867.1024286,49.49427003,22.297100399999998,6.567,59826.67297000001,Maybe,95656.37294,1.204239861,309.28364480000005,0.077679753,197.3776934,,Financial,10.0,238.5725835,5.0,Motorcycle_or_truck,Hightech,No,1.0,643.3041792
Pinks,8.0,162.1285283,17976.13472,45_and_up,2984.6716969999998,Yes,602.1920566,Yes,Female,After_16:00,0.7246092940000001,0.782214108,9362.0,,63.75626170000001,4174.01178,448.6335325,95.26426368,20.58806642,0.638,48186.73867,Yes,110641.0419,9.556850574,332.6274822,40.9497852,54.04284276,80.0,Healthcare,7.0,222.3977079,3.0,Foot_or_bicycle,Services_or_Retail,No,1.0,374.8953546
Turquoises,10.0,91.76737545,13735.599619999999,45_and_up,976.2837026000001,Yes,661.96318,Yes,Male,By_16:00,0.579934104,0.750575359,9259.0,452.4191988,22.68967219,5395.192258,42.33983904,68.66911002,21.27014807,0.741,53481.72614,Maybe,201632.7779,1.711201735,449.035386,81.43004044,30.58912515,90.0,Environment,14.0,106.2968668,4.0,Foot_or_bicycle,Public_Sector,No,0.0,419.764725
Browns,7.0,251.6893727,14165.76916,30-45,7132.51205,No,206.87035769999997,Yes,Female,After_16:00,0.347839026,0.887075231,9970.0,192.34703430000002,73.85699782,2073.176464,516.8701364,84.69520279,13.86892333,6.03,19034.35015,Maybe,28509.72799,5.571484992,168.8482395,16.96310937,83.89645757,90.0,Environment,11.0,649.387596,2.0,Motorcycle_or_truck,Services_or_Retail,No,0.0,33.74640577
